Price,Close,High,Low,Open,Volume
Ticker,XU030.IS,XU030.IS,XU030.IS,XU030.IS,XU030.IS
Date,,,,,
2010-12-15,812.39697265625,824.426025390625,811.6170043945312,824.426025390625,55650000
2010-12-16,796.4869995117188,815.7949829101562,796.2620239257812,810.1500244140625,55830000
2010-12-17,782.947021484375,811.6740112304688,773.5469970703125,804.3419799804688,67510000
2010-12-20,786.5449829101562,788.6300048828125,767.6530151367188,783.5910034179688,40920000
2010-12-21,804.22998046875,804.6500244140625,789.489013671875,792.3709716796875,37030000
2010-12-22,811.5479736328125,813.0910034179688,801.614990234375,803.9320068359375,33970000
2010-12-23,821.1790161132812,821.1790161132812,810.8280029296875,815.0380249023438,33060000
2010-12-24,821.4149780273438,823.5499877929688,815.9949951171875,822.47900390625,19410000
2010-12-27,820.9080200195312,820.9080200195312,805.9229736328125,819.7039794921875,22360000
2010-12-28,820.864990234375,829.9719848632812,815.9400024414062,821.510986328125,32540000
2010-12-29,825.3209838867188,827.5989990234375,816.7340087890625,826.0869750976562,42330000
2010-12-30,826.0679931640625,828.5570068359375,821.510986328125,825.1190185546875,27730000
